accountId,name,memberType,city,country,address,additionalInfoAddress,postalCode,stateProvince,phone,websiteUrl,typeOfCompany,capitalUnderManagement,financingStages,industrySector,profile,geoPreferences,funds_json
f533d977-e1f0-ee11-904c-0022489fd083,Brookfield Asset Management,Full Member,London,United Kingdom,Level 25,"1 Canada Square, Canary Wharf",E14 5AA,,+442076593500,www.brookfield.com,GP - Dept of corporation - financial institution,,,Agriculture; Business Products and Services; Consumer Goods and Services; Energy and Environment; Real Estate; Transportation; ; Financial and Insurance Activities,"Brookfield Asset Management is a global asset manager focused on property, renewable power and other infrastructure assets with over USD100bn in assets under management. Brookfield has approximately 400 investment professionals and 15,000 operating employees.",All Countries;,[]
45a9d17d-e1f0-ee11-904c-0022489fd083,Capital D,Full Member,London,United Kingdom,Somerset House - New Wing,Lancaster Place,WC2R 1LA,,+442037017460,www.capitalD.com,GP - Independent (no parent),,Generalist; Growth; Mid market buyout (€15m-€150m equity); Other early stage; Small buyout (<€15m equity),"Business Products and Services; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Capital D is a mid-market private equity firm focused on backing disruptive, profitable and fast-growing businesses in Europe. The firm brings a buyout mindset to growth investing, partnering with founder-led companies at or near profitability. 

Capital D typically invests €20-60 million, taking control or co-control positions with limited use of leverage. The firm targets concentrated portfolios of 6 to 8 investments per fund, with a 3 to 5 year holding period, supporting companies through hands-on value creation. Dedicated Operating Partners work alongside management teams to accelerate growth, strengthen leadership, scale go-to-market strategies, enhance technology and data capabilities, and position businesses for strategic exits.

Capital D has built a strong track record of identifying winners early, delivering attractive returns, and embedding ESG best practices within its portfolio companies.",Europe;,[]
8c318b17-e1f0-ee11-904c-0022489fd083,Carlyle,Full Member,London,United Kingdom,1 St James's Market,,SW1Y 4AH,,+442078941200,www.carlyle.com,GP - Independent (no parent),,Distressed / Rescue / Turnaround; Growth; Infrastructure; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mezzanine; Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals),"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; Infrastructure; Real Estate; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Carlyle (NASDAQ: CG) is a global investment firm with deep industry expertise that deploys private capital across three business segments: Global Private Equity, Global Credit and Global Investment Solutions. With $293 billion of assets under management as of September 30, 2021, Carlyle’s purpose is to invest wisely and create value on behalf of its investors, portfolio companies and the communities in which we live and invest. Carlyle employs more than 1,800 people in 26 offices across five continents. Further information is available at www.carlyle.com. Follow Carlyle on Twitter @OneCarlyle.","India; Australia - New Zealand; Korea, South; Europe; China; Japan; Middle East and Mexico",[]
0635d977-e1f0-ee11-904c-0022489fd083,CD&R LLP,Full Member,London,United Kingdom,Cleveland House,33 King Street,SW1Y 6RJ,,+442077473800,www.cdr.com/,GP - Independent (no parent),,Generalist; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals),"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Transportation; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities Technical Services","Founded in 1978, CD&R is a leading private investment firm with a strategy of generating strong investment returns by building more robust and sustainable businesses through the combination of skilled investment experience and deep operating capabilities. In partnership with the management teams of its portfolio companies, CD&R takes a long-term view of value creation and emphasizes positive stewardship and impact. The firm invests in businesses that span a broad range of industries, including industrial, healthcare, consumer, technology and financial services end markets. CD&R is privately owned by its partners and has offices in New York and London.",Belgium; Italy; DACH; Luxembourg; Southern Europe; Denmark; Germany; Norway; Sweden; UK & Ireland; France & Benelux; Nordics; Austria; Ireland; Netherlands (the); USA; Greece; France; Liechtenstein; Spain; United Kingdom;,[]
6c90d17d-e1f0-ee11-904c-0022489fd083,"Cerberus European Capital Advisors, LLP (an advisory office of Cerberus Capital)",Full Member,London,United Kingdom,5 Savile Row,,W1S 3PB,,+19175657156,www.cerberus.com,GP - Independent (no parent),,Distressed / Rescue / Turnaround; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity),"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Real Estate; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Cerberus Capital Management is a global alternative investment firm founded in 1992. The Firm is headquartered in New York City, has thirteen affiliated and advisory offices located in the United States, South America, Europe and Asia, and has 784 employees worldwide as of April 1,2019. Cerberus generally has a long-term investment horizon and focuses on value creation globally in credit, private equity and real estate strategies. Cerberus has approximately $40 billion of assets under management as of March 1,2019. Approximately 185 dedicated investment professionals are integrated across all three of the Firm’s investment strategies, bringing considerable expertise in assessing and managing Cerberus’ investments. Cerberus has 81 Senior Executives or Managing Directors that have been with the Firm for ten years or more.",France & Benelux; Southern Europe; Asia; USA; DACH; Canada; Nordics; UK & Ireland;,"[{""name"":""Cerberus Institutional Partners V, L.P."",""capital"":""2099110000"",""vintageYear"":""2012""},{""name"":""Cerberus Institutional Partners VI, L.P."",""capital"":""3512860000"",""vintageYear"":""2015""},{""name"":""Cerberus Global Private Equity Partners, L.P."",""capital"":""483018250"",""vintageYear"":""2019""}]"
7e2c8b17-e1f0-ee11-904c-0022489fd083,Cinven Limited,Full Member,London,United Kingdom,21 St. James’s Square,,SW1Y 4JZ,,+442076613333,www.cinven.com,GP - Independent (no parent),,Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity)," Business Services, Consumer, Financial Services, Healthcare, Industrials and Technology, Media and Telecommunications (TMT)","Cinven is a leading international private equity firm focused on building world-class global and European companies. Its funds invest in six key sectors: Business Services, Consumer, Financial Services, Healthcare, Industrials and Technology, Media and Telecommunications (TMT). Cinven has offices in London, Frankfurt, Paris, Milan, Madrid, Guernsey, Luxembourg and New York.",Europe;,"[{""name"":""Fifth Cinven Fund"",""capital"":""5300000000"",""vintageYear"":""2012""},{""name"":""Sixth Cinven Fund"",""capital"":""7000000000"",""vintageYear"":""2016""},{""name"":""Seventh Cinven Fund"",""capital"":""10000000000"",""vintageYear"":""2019""}]"
7889c7a1-e1f0-ee11-904c-0022489fd083,Claret Capital Partners Limited,Full Member,London,United Kingdom,"5th Floor, Warwick House",25 Buckingham Palace Road,SW1W 0PP,,+442074084160,www.claret-capital.com,GP - Independent (no parent),,Growth; Mezzanine; Other early stage,"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare Technology","Claret Capital Partners provides growth capital to innovative growth stage businesses. Since 2013 Claret has backed over 200 European SMEs from a wide range of geographies across Europe. The Claret team has been active in the technology & life science financing markets for over 20 years and provides debt solutions to help entrepreneurs and private equity investors grow their companies while minimising dilution. For more information, please visit claret-capital.com.",Singapore; Europe;,"[{""name"":""CEGCF III"",""capital"":""296000000"",""vintageYear"":""2021""},{""name"":""HEGCF II"",""capital"":""140000000"",""vintageYear"":""2017""},{""name"":""HEGCF I"",""capital"":""10000000"",""vintageYear"":""2013""}]"
862c8b17-e1f0-ee11-904c-0022489fd083,Coller Capital,Full Member,London,United Kingdom,Park House,116 Park Street,W1K 6AF,,+442070799503,www.collercapital.com,GP - Independent (no parent); LP - Secondary funds,,Secondary Stage (Secondary direct deals),All Industry Sectors,"Coller Capital is a global leader in the secondary market for private assets, renowned for being a pioneer and innovator in the asset class. Founded in 1990, Coller provides investment and liquidity solutions to private market investors worldwide, and currently manages $36 billion[1] in private equity, private credit, and other private market vehicles. With headquarters in London and offices across North America, Europe, and Asia-Pacific, our multinational team offers a truly global reach.
 
Coller has exclusively focused on secondary investing since inception and today boasts one of the largest dedicated investment teams in the asset class. 
 
Coller’s Private Wealth Secondaries Solutions (PWSS) business offers perpetual funds to eligible private wealth investors globally. 
For more information, visit  www.collercapital.com.
 
[1] as at 30 September 2024",All Countries;,[]
a8248c47-e1f0-ee11-904c-0022489fd083,DN Capital,Full Member,London,United Kingdom,2 Queen Anne's Gate Buildings,Dartmouth Street,SW1H 9BP,,+442073401600,www.dncapital.com,GP - Independent (no parent),200000000,Growth; Other early stage; Seed; Start-up,"Consumer Goods and Services; ; ICT (Communications, Computer and Electronics) Consumer Internet, Marketplaces, Fintech, Enterprise Software","DN Capital is a global early stage and growth capital investor in software, fintech, marketplace and consumer internet with offices in London, Berlin and Palo Alto. DN Capital’s objective is to identify, invest in and actively support its portfolio companies to become global leaders. Portfolio companies include Auto1 (filed for IPO), GoStudent, Shazam Entertainment (sold to Apple), Apsmart (sold to Thomson Reuters), Datanomic (sold to Oracle), Endeca Technologies (sold to Oracle), Eve Sleep (IPO), Hometogo, Mister Spex, OLX (sold to Naspers), Performance Horizon Group, PurpleBricks (IPO), and Quandoo (sold to Recruit) The professionals at DN Capital bring over 60 years of private equity experience to their investments, and actively work with portfolio companies to steward their growth through the various stages of development. Additional information about the firm and its portfolio companies can be found at http://www.dncapital.com.",Europe; Other; USA; Central America and the Caribbean; South America; RoW,[]
28b59341-e1f0-ee11-904c-0022489fd083,ETF Partners,Full Member,London,United Kingdom,29 Queen Anne’s Gate,,SW1H 9BU,,+442073180700,www.etfpartners.capital,GP - Independent (no parent),,Growth; Other early stage,"Agriculture; Business Products and Services; Chemicals and Materials; Energy and Environment; Infrastructure; Transportation; ; ICT (Communications, Computer and Electronics) Sustainability and environmental","ETF Partners supports talented entrepreneurs and management teams with investment capital and experience. We create value by investing in technology companies that make a difference. We call it ‘sustainability through innovation’. We are a lead investor, active on the boards of the companies we support. At the time we invest, our companies already have some revenue and great growth prospects. We often support our companies through more than one investment round, typically committing €5m-15m overall.",Europe;,[]
0eaf9341-e1f0-ee11-904c-0022489fd083,Exponent Private Equity LLP,Full Member,London,United Kingdom,30 Broadwick Street,,W1F 8JB,,+442078458520,www.exponentpe.com,GP - Independent (no parent),,Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity),"Business Products and Services; Consumer Goods and Services; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities Media","Exponent is a leading European private equity firm based in London and Dublin focused on investing in established and high-quality founder, family and corporate-owned companies. Partnering with management teams to make good businesses substantially better, Exponent uncovers new ways of growing by focusing on operational factors within a company’s control – combining cross-sector expertise, deep subsector knowledge and capital. Since its inception in 2004, Exponent has raised five funds and invested in over 40 businesses across the UK, Ireland, and Benelux.",Netherlands (the); Nordics; Ireland; UK & Ireland; United Kingdom; Belgium; Denmark; Europe; Finland; Luxembourg; Norway;,[]
03c8fc2b-da16-f011-998a-000d3ab8ef7d,FinTech Collective,Full Member,London,United Kingdom,9th Floor 107 Cheapside,,EC2V 6DN,,+447909930010,fintech.io/,GP - Independent (no parent),34000000,Other early stage; Seed; Start-up,Business Products and Services; ; Financial and Insurance Activities Technology,"FinTech Collective is a global, venture capital firm investing alongside platform technology shifts in financial services, the most profitable sector in the world. Founded in 2012 with offices in New York and London, the firm has deep experience investing across capital markets, wealth and asset management, banking, lending, payments, insurance, and DeFi. FTC brings a rigorous sector focus, deep understanding of business models across financial services, strong operator DNA, a global portfolio, and connectivity to US networks, insights, and capital.
 
Backed by some of the world's leading institutional investors, FTC manages ~$1b in assets. Over the last decade the firm has had 11 exits, taken one company from pitch deck to public markets and invested in close to 100 portfolio companies including Anyfin in Stockholm, bunch and Mondu in Berlin, Finster in London, Piana in France, and several important businesses in NYC including MoneyLion, NYDIG, Quovo (acquired by Plaid) and Vestwell.","Europe; Africa; North America; South America; Other; Middle East (UAE, KSA)",[]
1f97d17d-e1f0-ee11-904c-0022489fd083,G Square Healthcare Private Equity LLP,Full Member,London,United Kingdom,24 Savile Row,,W1S 2ES,,+442037570160,www.gsquarecapital.com,GP - Independent (no parent),1912610250,Mid market buyout (€15m-€150m equity),Healthcare,"G Square’s investment scope covers a wide range of Healthcare products and services:
Providers of care (private hospitals, nursing homes, home care, specialized surgical, medical, dental chains of services, diagnostic labs, imaging centres), Services to the healthcare industry (Contract Research Organizations, Contract Manufacturing Organizations, distribution), Medical technology (diagnostic and therapeutic devices and equipment, disposables, healthcare information technology), G Square Funds Growth Capital and Buy-Outs:
G Square concentrates on Buy-Outs of fairly mature businesses with high growth potential G Square also invests in mid-market entrepreneurial Healthcare companies seeking funds to boost their development through organic growth, international expansion, acquisition of products or companies.",Europe; UK & Ireland; UK & Ireland; USA; Nordics; Israel;,[]
be2c8b17-e1f0-ee11-904c-0022489fd083,HarbourVest Partners (U.K.) Limited,Full Member,London,United Kingdom,3rd Floor,33 Jermyn Street,SW1Y 6DN,,+442073999820,www.harbourvest.com,GP - Independent (no parent); LP - Fund of funds,57000000000,Generalist; Growth; Infrastructure; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mezzanine; Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals); Small buyout (<€15m equity),"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; Infrastructure; Real Estate; ICT (Communications, Computer and Electronics); Financial and Insurance Activities","HarbourVest is an independent, global private markets investment specialist with over 35 years of experience and more than $63 billion in assets under management, as of September 30, 2019. The Firm’s powerful global platform offers clients investment opportunities through primary fund investments, secondary investments, and direct co-investments in commingled funds or separately managed accounts. HarbourVest has more than 500 employees, including more than 125 investment professionals across Asia, Europe, and the Americas. This global team has committed more than $39 billion to newly-formed funds, completed over $22 billion in secondary purchases, and invested over $14 billion directly in operating companies. Partnering with HarbourVest, clients have access to customized solutions, longstanding relationships, actionable insights, and proven results. [As of January 2020]",All Countries;,[]
69b09341-e1f0-ee11-904c-0022489fd083,Headway Capital Partners LLP,Full Member,London,United Kingdom,90 Whitfield Street,1st Floor,W1T 4EZ,,+442075188888,www.headwaycap.com,GP - Independent (no parent); LP - Secondary funds,,Generalist; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),All Industry Sectors,"Headway Capital Partners is a London based private equity investment firm founded in 2004. Currently on its fifth fund generation, Headway invests alongside private equity sponsors on a deal-by-deal basis, with a focus on lower middle market buyout assets and independent sponsors in Europe and North America.",Canada; Europe; USA; Any other regions opportunistically,[]
ee2c8b17-e1f0-ee11-904c-0022489fd083,Hg,Full Member,London,United Kingdom,2 More London Riverside,,SE1 2AP,,+442070897888,www.hgcapital.com,GP - Independent (no parent),,Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity); Other early stage; Small buyout (<€15m equity),"Business Products and Services;  Technology, Software and Services","Hg is a platform for software and services champions, focused on backing businesses that change how we all do business. Deep technology expertise, complemented by vertical application specialisation and dedicated operational support, provides a compelling proposition to management teams looking to scale their businesses.
Hg has funds under management of over $55 billion, with an investment team of over 160 professionals, including a portfolio team of almost 50 operators, providing practical support to help our businesses to realise their growth ambitions. Based in London, Munich, New York, Paris and San Francisco, Hg has a portfolio of over 46 software and technology businesses, worth over $100 billion aggregate enterprise value, with over 90,000 employees globally, growing at over 20% per year.",Belgium; Germany; United Kingdom; France; Luxembourg; Norway; Canada; Sweden; Europe; Italy; USA; Denmark; Finland; Netherlands (the);,"[{""name"":""Mercury 3"",""capital"":""1352000000"",""vintageYear"":""2020""},{""name"":""Genesis 9"",""capital"":""4531000000"",""vintageYear"":""2020""},{""name"":""Saturn 2"",""capital"":""4400000000"",""vintageYear"":""2020""}]"
b496d17d-e1f0-ee11-904c-0022489fd083,Hollyport Capital LLP,Full Member,London,United Kingdom,15 Golden Square,4th Floor,W1F 9JG,,+442074783970,www.hollyportcapital.com,LP - Secondary funds,,Other early stage,All Industry Sectors,"Hollyport Capital is a specialist secondary fund focussed on acquiring legacy private equity assets that are typically 10+ years old. Our expertise lies in offering complete solutions to institutional investors, enabling them to fully liquidate their mature private equity holdings. Since 2006, we have raised eight funds and invested seven funds. Our latest fund, Hollyport VIII, closed on $2.2bn in December 2022. Hollyport has $5bn AUM, with offices in London and New York.",All Countries;,[]
afe3bfa7-e1f0-ee11-904c-0022489fd083,HSBC Global Asset Management Limited (UK) - Venture & Growth Investments,Full Member,London,United Kingdom,8 Canada Square,Canary Wharf,E14 5HQ,,,www.assetmanagement.hsbc.co.uk,GP - Bank subsidiary,,Other early stage; Seed; Start-up,"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Infrastructure; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","HSBC Asset Management's Venture Capital proposition invests in early-stage Climate Technology and Financial Technology companies that promote sustainability. Our strategy provides investors with early-stage exposure to emerging sectors that have the potential to create considerable financial, environmental and societal value over the next few years. We invest in companies that we envisage will enable fundamental transformation.",Singapore; UK & Ireland; USA; United Kingdom; CEE; DACH; Southern Europe; France & Benelux; Nordics; China; India; Israel; Canada;,"[{""name"":""HSBC Climate Tech Venture Capital Fund SCSP"",""capital"":""56500000"",""vintageYear"":""2022""},{""name"":""HSBC Financial Technology Venture Capital Fund SCSP"",""capital"":""56500000"",""vintageYear"":""2021""}]"
cc2c8b17-e1f0-ee11-904c-0022489fd083,ICG,Full Member,London,United Kingdom,Procession House,55 Ludgate Hill,EC4M 7JW,,+442035452000,www.icgam.com,GP - Independent (no parent),,Distressed / Rescue / Turnaround; Infrastructure; Mezzanine; Secondary Stage (Secondary direct deals),"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Real Estate; Transportation; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare Life sciences, Real Estate, Residential, Industrial, Hotels, Hospitality","ICG provides flexible capital solutions to help companies develop and grow. We are a leading global alternative asset manager with over 30 years’ history, managing $86.3bn of assets* and investing across the capital structure. We operate across four asset classes: Structured and Private Equity, Private Debt, Real Assets, and Credit.
We develop long-term relationships with our business partners to deliver value for shareholders, clients and employees, and use our position of influence to benefit the environment and society. We are committed to being a net zero asset manager across our operations and relevant investments by 2040.
ICG is a member of the FTSE 100 and listed on the London Stock Exchange (ticker symbol: ICP). Further details are available at www.icgam.com. You can follow ICG on LinkedIn, X (Twitter) and Instagram.
*as at 31 December 2023","Japan; Asia; Singapore; Korea, South; Australia - New Zealand; Asia; Europe; Hong Kong",[]
c82c8b17-e1f0-ee11-904c-0022489fd083,IK Partners,Full Member,London,United Kingdom,80 Strand,,WC2R 0DT,,+442073044300,www.ikpartners.com,GP - Independent (no parent),,Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Financial and Insurance Activities; Biotech and Healthcare,"IK Partners (“IK”) is a European private equity firm focused on investments in the Benelux, DACH, France, Nordics and the UK. Since 1989, IK has raised more than €19 billion of capital and invested in over 195 European companies. IK supports companies with strong underlying potential, partnering with management teams and investors to create robust, well-positioned businesses with excellent long-term prospects. For more information, visit www.ikpartners.com",Norway; United Kingdom; Nordics; Ireland; Austria; France & Benelux; Germany; Luxembourg; Finland; France; Sweden; DACH; UK & Ireland; Netherlands (the); Belgium; Denmark; Switzerland;,"[{""name"":""IK VII Fund"",""capital"":""1400000000"",""vintageYear"":""2013""},{""name"":""IK VIII Fund"",""capital"":""1850000000"",""vintageYear"":""2016""},{""name"":""IK IX"",""capital"":""2850000000"",""vintageYear"":""2020""}]"
fb3b8b17-e1f0-ee11-904c-0022489fd083,Inflexion Private Equity Partners LLP,Full Member,London,United Kingdom,47 Queen Anne Street,,W1G 9JG,,+442074879888,www.inflexion.com,GP - Independent (no parent),,Growth; Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals); Small buyout (<€15m equity),All Industry Sectors,"Inflexion is a leading UK mid-market private equity firm, investing in high growth, entrepreneurial businesses with ambitious management teams and working in partnership with them to deliver growth. Inflexion provides complementary investment solutions backing buyouts, as well as minority investments through its partnership capital team. Investing across sectors from offices in London and Manchester. Inflexion also has teams in Bangalore, Sao Paulo, Shanghai and Boston dedicated to portfolio development, enabling investee companies to benefit from privileged access to these fast growth markets. The firm has in-house digital expertise, invests in operational improvement and supports growth via acquisition.",Europe; DACH; France & Benelux; Southern Europe; UK & Ireland; Nordics;,[]
69148c47-e1f0-ee11-904c-0022489fd083,Investindustrial Advisors Limited,Full Member,London,United Kingdom,1 Hooper's Court,,SW3 1AF,,+442076642121,www.investindustrial.com,GP - Independent (no parent),,Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity),Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Transportation; ; Biotech and Healthcare Healthcare and Services,"Investindustrial is one of Europe's leading independent investment groups, with a focus on quality European mid-market companies, with an active, industrially driven, and transformational ownership approach. It operates across four industry groups - Industrial Manufacturing, Consumer, Healthcare & Services and Technology. Investindustrial has a team of more than 190 professionals across seven offices internationally in the UK, Switzerland, Spain, France, Luxembourg, the United States and China. Investindustrial was founded in 1990 and today has €14 billion of raised fund capital.",Spain; Italy; Portugal; USA; Europe;,[]
334b8b17-e1f0-ee11-904c-0022489fd083,Keyhaven Capital Partners Ltd.,Full Member,London,United Kingdom,45 Whitfield Street,,W1T 4HD,,+442074326200,www.keyhavencapital.com,LP - Asset Management firm; LP - Secondary funds,,Generalist; Mid market buyout (€15m-€150m equity),Business Products and Services; Biotech and Healthcare Manufacturing and Industrials,"Keyhaven Capital Partners is a specialist private equity firm dedicated to the European lower mid-market, focused on co-underwriting transactions with local independent sponsors. With a diverse team, deep local networks, and a flexible approach to deal-making, Keyhaven works with niche industry leaders to accelerate growth and build sustainable businesses. 
Since its foundation in 2003, Keyhaven has invested or advised on transactions worth over €2.3 billion, representing more than 70 investments across Europe.",Europe;,[]
e73a8b17-e1f0-ee11-904c-0022489fd083,Kohlberg Kravis Roberts & Co Partners LLP. (KKR),Full Member,London,United Kingdom,18-19 Hanover Square,,W1S 1TA,,+442078399800,www.kkr.com,GP - Independent (no parent),459000000000,Distressed / Rescue / Turnaround; Growth; Infrastructure; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mezzanine; Mid market buyout (€15m-€150m equity),All Industry Sectors,"KKR is a leading global investment firm that offers alternative asset management and capital markets and insurance solutions. KKR aims to generate attractive investment returns by following a patient and disciplined investment approach, employing world-class people, and supporting growth in its portfolio companies and communities. KKR sponsors investment funds that invest in private equity, credit and real assets and has strategic partners that manage hedge funds. KKR’s insurance subsidiaries offer retirement, life and reinsurance products under the management of The Global Atlantic Financial Group. References to KKR’s investments may include the activities of its sponsored funds and insurance subsidiaries. For additional information about KKR & Co. Inc. (NYSE: KKR), please visit KKR’s website at www.kkr.com and on Twitter @KKR_Co.",Europe; Asia; USA; All Countries;,[]
63408b17-e1f0-ee11-904c-0022489fd083,Lexington Partners UK LLP,Full Member,London,United Kingdom,1 Medici Courtyard,,W1S 1BR,,+442073993940,www.lexingtonpartners.com,LP - Secondary funds,55000000000,Growth; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity); Seed; Small buyout (<€15m equity); Start-up,All Industry Sectors,"Lexington Partners is one of the world’s largest and most successful managers of secondary private equity and co-investment funds. Lexington helped pioneer the development of the institutional secondary market over 30 years ago and created one of the first independent, discretionary co-investment programs 26 years ago. Lexington has total capital in excess of $76 billion and has acquired over 5,000 interests through more than 1,000 transactions. Lexington’s global team is strategically located in major centers for private equity and alternative asset investing across North America, Europe, Asia and Latin America. Lexington is the global secondary private equity and co-investments specialist investment manager of Franklin Templeton. Additional information can be found at www.lexingtonpartners.com.",All Countries;,[]
298ac7a1-e1f0-ee11-904c-0022489fd083,Lightrock LLP,Full Member,London,United Kingdom,1 Eagle Place,,SW1Y 6AF,,,www.lightrock.com/,GP - Independent (no parent),,Growth; Later stage venture,"Agriculture; Business Products and Services; Construction; Consumer Goods and Services; Energy and Environment; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Lightrock is a global investment platform committed to building a sustainable future. Operating across private and public markets, Lightrock advises over $5.5 billion in assets and Lightrock-advised funds invest in Europe, North America, Latin America, Asia, and Africa. Lightrock is a certified B Corp with a dedicated team of over 140 professionals working across a network of seven offices. 

Lightrock’s private market investing is focused on backing purpose-driven entrepreneurs tackling the world’s biggest challenges. Lightrock advised funds have invested growth equity in more than 90 companies that pursue scalable and tech-driven business models around the key impact themes of people, planet, and productivity. 

Lightrock’s public market investing applies our deep expertise in driving positive impact and ESG outcomes in the global small-cap universe, offering solutions that aim to create long term value to stakeholders through engaged ownership and fundamental research. 

For more information, visit www.lightrock.com",India; Austria; Croatia; Hungary; Georgia; France & Benelux; Ireland; Nordics; UK & Ireland; Canada; South America; Estonia; Lithuania; Luxembourg; Southern Europe; Denmark; France; Belgium; Italy; Europe; Greece; Israel; Netherlands (the); Norway; Spain; Switzerland; United Kingdom; Sweden; Cyprus; Malta; Portugal; CEE; North America; Africa; Czechia; Finland; Liechtenstein; DACH; USA; Central America and the Caribbean; Asia; Singapore; Germany; Iceland; Latvia; Romania; Poland;,[]
d1308b17-e1f0-ee11-904c-0022489fd083,MidEuropa LLP,Full Member,London,United Kingdom,4 Albemarle Street,,W1S 4GA,,+442078863600,www.mideuropa.com,GP - Independent (no parent),,Growth; Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity),"Business Products and Services; Consumer Goods and Services; ; ICT (Communications, Computer and Electronics) Healthcare","MidEuropa is a leading European private equity investor with deep roots in Central Europe and a long-term track record spanning approximately 25 years. Headquartered in London, with a presence in Warsaw, Bucharest, Prague and Zagreb, MidEuropa adopts a flexible pan-European and global approach to identify winning investments across the Healthcare, Technology, Services and Consumer sectors.",Bulgaria; Greece; Romania; Slovenia; CEE; Serbia; Latvia; Poland; Slovakia; Croatia; Czechia; Estonia; Lithuania;,[]
f02c8b17-e1f0-ee11-904c-0022489fd083,MML Capital Partners,Full Member,London,United Kingdom,Orion House,5 Upper St Martin's Lane,WC2H 9EA,,+442070242200,www.mmlcapital.com,GP - Independent (no parent),,Generalist; Growth; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Energy and Environment; Infrastructure; Real Estate; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","MML began in 1988 as Mezzanine Management Limited, Europe’s first independent mezzanine provider. The firm has evolved to become a purely self sponsored offering, providing debt and equity capital to growing businesses and typically taking a minority equity stake. MML supports incumbent management teams achieve their goals, with use of proceeds typically being re-organising shareholders, acquisitions or growth capital or restructuring balance sheets. MML and management become partners for the term of the investment with incumbent management typically re-investing capital into the structure, demonstrating their commitment to their business and plan.",France & Benelux; USA; Europe; Ireland; Southern Europe; UK & Ireland; United Kingdom; DACH; Nordics;,[]
7394c7a1-e1f0-ee11-904c-0022489fd083,Molten Ventures PLC,Full Member,London,United Kingdom,20 Garrick Street,,WC2E 9BT,,+442079318800,www.moltenventures.com,GP - Independent (no parent); LP - Fund of funds,,Growth; Other early stage; Secondary Stage (Secondary direct deals); Seed,"Business Products and Services; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Molten Ventures is one of the most active venture capital firms in Europe, developing and investing in disruptive, high growth technology companies. We believe it is our role to support the visionary entrepreneurs who will invent the future. We fuel their growth with our ‘energy’ in the form of truly patient capital, access to international networks and decades of experience building businesses. Currently, Molten Ventures is a shareholder in a diverse portfolio of companies including Revolut, UiPath, Trustpilot, Ledger, and Graphcore.",Europe;,[]
